year_plant_001,year_plant_010,year_plant_011,year_plant_101,year_hrvst_010,year_hrvst_100,year_hrvst_101,year_hrvst_110
2018,2014,2012,2017,2017,2013,2012,2018
2018,2014,2014,2016,2018,2011,2013,2018
2018,2011,2010,2016,2017,2011,2013,2017
2017,2013,2010,2018,2017,2012,2013,2018
2017,2013,2013,2017,2018,2012,2012,2018
2018,2014,2014,2017,2017,2011,2013,2017
2016,2011,2014,2019,2017,2015,2011,2018
2016,2012,2014,2016,2017,2015,2012,2017
2017,2010,2012,2018,2018,2011,2011,2018
2017,2010,2010,2019,2018,2013,2011,2017
2019,2010,2013,2019,2018,2012,2013,2018
2016,2013,2010,2018,2018,2013,2013,2018
2017,2012,2015,2017,2018,2013,2015,2018
2016,2014,2011,2017,2017,2013,2014,2018
2019,2014,2010,2018,2018,2011,2011,2018
2019,2015,2013,2016,2017,2015,2015,2017
2016,2014,2014,2016,2018,2014,2011,2017
2017,2010,2012,2017,2018,2011,2015,2018
2019,2015,2011,2019,2018,2013,2011,2018
2016,2012,2014,2019,2017,2014,2014,2018
2019,2014,2010,2017,2017,2011,2014,2018
2017,2015,2012,2016,2017,2011,2011,2018
2017,2011,2011,2019,2018,2012,2013,2017
2018,2014,2011,2019,2017,2011,2014,2017
2016,2011,2014,2019,2017,2013,2012,2018
2019,2014,2010,2019,2017,2012,2011,2017
2017,2014,2015,2018,2018,2015,2013,2017
2018,2012,2015,2018,2018,2012,2014,2017
2016,2014,2014,2019,2018,2014,2015,2018
2017,2014,2013,2016,2017,2012,2015,2018
2018,2012,2014,2017,2017,2015,2011,2017
2018,2013,2013,2019,2018,2012,2012,2018
2019,2012,2010,2016,2017,2013,2014,2018
2016,2015,2015,2017,2017,2014,2011,2018
2019,2011,2015,2018,2017,2013,2015,2017
2016,2012,2010,2019,2018,2011,2013,2018
2019,2015,2012,2019,2018,2012,2011,2017
2018,2012,2015,2016,2018,2013,2015,2018
2016,2014,2013,2017,2017,2014,2014,2017
2018,2012,2011,2018,2017,2012,2014,2018
2018,2010,2013,2018,2018,2011,2015,2018
2018,2011,2014,2019,2018,2011,2012,2018
2019,2014,2012,2016,2018,2012,2012,2017
2017,2015,2013,2016,2017,2011,2011,2018
2017,2010,2013,2018,2018,2013,2012,2018
2016,2015,2011,2019,2017,2012,2013,2017
2019,2013,2014,2019,2017,2014,2015,2017
2017,2015,2015,2016,2018,2012,2015,2018
2019,2012,2012,2019,2017,2012,2014,2017
2018,2015,2011,2016,2017,2015,2015,2018
2016,2012,2015,2017,2017,2012,2013,2018
2018,2012,2010,2019,2017,2014,2012,2018
2018,2011,2012,2017,2017,2015,2015,2017
2017,2012,2012,2018,2017,2015,2012,2017
2019,2012,2012,2018,2018,2011,2014,2017
2017,2010,2011,2016,2017,2015,2014,2017
2017,2010,2010,2019,2018,2014,2012,2018
2018,2010,2013,2019,2018,2013,2014,2018
2016,2010,2012,2016,2017,2013,2013,2018
2019,2010,2015,2017,2017,2015,2013,2017
2016,2011,2011,2016,2017,2015,2012,2018
2019,2015,2012,2017,2018,2012,2015,2018
2016,2015,2012,2016,2018,2012,2012,2017
2018,2011,2013,2016,2017,2014,2015,2017
2016,2012,2013,2016,2018,2013,2011,2018
2018,2011,2011,2017,2018,2011,2015,2018
2019,2014,2014,2019,2017,2015,2013,2018
2019,2011,2012,2016,2018,2013,2012,2017
2017,2013,2015,2016,2018,2014,2011,2017
2019,2010,2012,2016,2017,2014,2011,2017
2017,2011,2010,2017,2017,2013,2013,2017
2018,2012,2015,2017,2017,2012,2015,2018
2018,2010,2011,2018,2017,2013,2014,2017
2016,2015,2013,2016,2017,2015,2015,2017
2018,2015,2013,2019,2018,2014,2013,2018
2019,2015,2011,2016,2018,2015,2014,2018
2019,2014,2013,2019,2017,2014,2015,2017
2019,2013,2011,2016,2018,2014,2015,2018
2018,2012,2011,2019,2018,2014,2015,2017
2017,2012,2013,2018,2017,2011,2014,2017
2018,2010,2014,2019,2018,2013,2011,2017
2016,2011,2013,2019,2017,2012,2014,2018
2018,2013,2014,2016,2017,2015,2013,2017
2016,2013,2014,2019,2018,2015,2013,2017
2019,2013,2012,2016,2018,2013,2015,2018
2016,2010,2012,2018,2018,2015,2015,2018
2018,2014,2010,2018,2018,2014,2014,2018
2017,2010,2011,2019,2017,2013,2013,2018
2018,2015,2012,2016,2017,2011,2014,2018
2019,2010,2010,2016,2018,2013,2011,2017
2016,2012,2011,2018,2018,2012,2015,2017
2018,2013,2011,2016,2017,2011,2015,2018
2018,2012,2011,2019,2018,2013,2015,2018
2018,2012,2011,2019,2017,2015,2014,2018
2017,2014,2013,2018,2017,2014,2014,2017
2019,2010,2012,2018,2017,2015,2015,2017
2019,2011,2015,2018,2017,2015,2013,2017
2016,2013,2015,2018,2017,2013,2011,2017
2019,2015,2010,2018,2018,2012,2014,2018
2016,2015,2012,2017,2017,2011,2014,2017
2017,2012,2013,2016,2017,2015,2013,2018
2018,2013,2012,2018,2018,2013,2013,2017
2018,2010,2015,2017,2018,2012,2014,2018
2016,2010,2012,2017,2018,2013,2011,2018
2017,2011,2014,2016,2017,2015,2015,2018
2017,2013,2012,2019,2018,2014,2015,2018
2016,2015,2011,2017,2017,2012,2011,2018
2018,2010,2010,2017,2018,2011,2013,2017
2016,2015,2014,2019,2017,2012,2012,2017
2018,2011,2013,2017,2017,2012,2015,2018
2016,2012,2013,2018,2018,2011,2011,2018
2018,2012,2015,2019,2018,2014,2015,2018
2017,2013,2012,2019,2018,2011,2011,2017
2019,2013,2013,2019,2018,2012,2013,2018
2017,2012,2010,2016,2017,2015,2015,2018
2016,2011,2012,2018,2017,2011,2014,2017
2017,2014,2010,2018,2017,2011,2015,2017
2016,2012,2010,2019,2017,2011,2015,2018
2017,2013,2011,2019,2017,2012,2011,2018
2017,2010,2012,2018,2018,2011,2011,2018
2016,2011,2013,2018,2017,2012,2012,2017
2019,2011,2012,2016,2017,2014,2011,2018
2017,2014,2013,2016,2017,2011,2014,2018
2018,2010,2013,2016,2018,2015,2011,2017
2016,2014,2010,2018,2018,2012,2012,2018
2019,2013,2015,2018,2017,2011,2011,2017
2017,2010,2015,2016,2018,2014,2012,2018
2019,2012,2013,2017,2018,2012,2012,2017
2016,2012,2014,2017,2017,2013,2011,2018
2016,2013,2010,2018,2017,2014,2013,2017
2016,2011,2011,2016,2017,2012,2014,2017
2019,2010,2015,2018,2017,2015,2013,2017
2018,2010,2010,2019,2018,2015,2014,2018
2018,2012,2013,2018,2018,2013,2014,2018
2016,2012,2013,2017,2017,2012,2014,2018
2019,2011,2014,2017,2017,2011,2014,2018
2019,2010,2014,2019,2018,2014,2013,2017
2016,2012,2015,2017,2017,2014,2014,2018
2019,2010,2012,2016,2017,2014,2015,2018
2016,2015,2013,2019,2017,2011,2015,2018
2016,2013,2012,2017,2018,2013,2012,2017
2019,2011,2013,2019,2017,2015,2012,2017
2017,2014,2010,2016,2018,2012,2015,2018
2017,2015,2014,2018,2018,2012,2012,2018
2018,2013,2014,2017,2017,2011,2012,2017
2018,2014,2010,2018,2018,2015,2015,2018
2017,2015,2015,2017,2017,2013,2013,2018
2016,2015,2010,2017,2017,2015,2015,2018
2016,2010,2010,2016,2018,2013,2012,2018
2016,2010,2012,2018,2018,2015,2014,2017
2018,2011,2010,2019,2018,2015,2012,2018
2016,2013,2014,2017,2017,2014,2014,2018
2017,2015,2015,2017,2017,2014,2012,2018
2019,2012,2015,2017,2018,2015,2012,2018
2019,2015,2011,2019,2018,2013,2014,2017
2019,2013,2010,2017,2017,2015,2014,2017
2016,2014,2012,2016,2018,2011,2012,2017
2017,2013,2010,2017,2017,2011,2011,2017
2017,2014,2010,2019,2017,2013,2014,2018
2018,2014,2010,2018,2018,2013,2013,2018
2019,2011,2015,2019,2018,2012,2011,2018
2018,2014,2014,2019,2018,2015,2014,2017
2018,2014,2012,2019,2018,2014,2013,2018
2018,2012,2015,2019,2018,2013,2011,2017
2018,2011,2014,2016,2017,2013,2014,2018
2016,2010,2012,2017,2017,2015,2012,2018
2018,2015,2011,2019,2017,2012,2013,2017
2019,2011,2010,2017,2018,2013,2011,2017
2016,2010,2013,2018,2017,2014,2011,2017
2017,2015,2012,2016,2018,2014,2014,2017
2017,2013,2010,2018,2017,2011,2014,2018
2019,2010,2013,2019,2018,2013,2013,2018
2017,2011,2015,2018,2018,2011,2011,2018
2018,2013,2012,2018,2018,2015,2011,2017
2017,2011,2010,2018,2018,2013,2012,2017
2018,2014,2010,2018,2017,2011,2014,2017
2018,2011,2015,2016,2018,2013,2013,2017
2019,2010,2011,2016,2017,2011,2013,2018
2019,2014,2015,2018,2017,2011,2013,2017
2019,2013,2010,2019,2017,2012,2014,2018
2016,2014,2012,2017,2018,2011,2011,2018
2018,2010,2010,2018,2018,2014,2014,2018
2016,2010,2011,2016,2018,2013,2015,2017
2017,2011,2013,2019,2017,2012,2012,2017
2016,2010,2014,2016,2018,2014,2013,2018
2019,2011,2015,2018,2017,2014,2013,2018
2016,2014,2011,2016,2018,2012,2014,2017
2018,2012,2012,2016,2017,2011,2011,2018
2018,2010,2010,2016,2017,2012,2015,2018
2018,2014,2010,2017,2017,2011,2013,2018
2019,2014,2014,2017,2018,2014,2015,2017
2019,2013,2011,2017,2017,2012,2012,2017
2018,2010,2013,2019,2017,2014,2014,2017
2016,2012,2012,2019,2018,2012,2012,2018
2018,2012,2012,2018,2018,2011,2013,2018
2018,2015,2014,2018,2017,2011,2011,2018
2016,2014,2011,2019,2017,2013,2011,2017
2017,2014,2012,2016,2017,2015,2013,2017
2016,2014,2013,2019,2017,2014,2014,2017
2017,2014,2011,2018,2018,2014,2011,2017
2017,2014,2012,2018,2018,2011,2015,2018
2019,2012,2011,2016,2018,2012,2013,2017
2019,2015,2010,2019,2017,2011,2013,2018
2018,2015,2013,2017,2017,2011,2011,2018
2019,2015,2014,2018,2017,2013,2013,2017
2017,2015,2014,2016,2018,2015,2014,2018
2019,2010,2010,2017,2017,2014,2013,2017
2017,2012,2015,2016,2017,2012,2013,2017
2016,2010,2012,2019,2018,2014,2013,2017
2017,2015,2012,2019,2017,2015,2011,2017
2019,2014,2010,2017,2017,2014,2015,2017
2017,2010,2013,2018,2017,2014,2015,2017
2017,2010,2011,2018,2018,2011,2013,2018
2019,2010,2011,2017,2018,2015,2014,2018
2016,2014,2013,2019,2018,2012,2014,2018
2017,2015,2010,2019,2018,2014,2012,2018
2019,2010,2013,2018,2018,2011,2012,2018
2016,2015,2012,2017,2017,2014,2014,2017
2017,2012,2015,2017,2018,2011,2014,2018
2018,2010,2012,2017,2017,2012,2012,2017
2016,2011,2010,2016,2017,2012,2011,2017
2018,2011,2012,2017,2017,2015,2014,2018
2018,2014,2010,2018,2017,2012,2015,2018
2018,2012,2011,2019,2018,2015,2012,2017
2019,2011,2015,2017,2018,2012,2015,2017
2018,2011,2013,2017,2017,2015,2012,2017
2017,2011,2015,2018,2017,2015,2015,2018
2017,2011,2011,2017,2017,2015,2014,2018
2016,2014,2014,2018,2018,2011,2013,2017
2019,2015,2011,2016,2018,2015,2011,2017
2019,2014,2013,2016,2017,2015,2015,2018
2018,2012,2011,2016,2018,2012,2015,2018
2017,2013,2013,2018,2018,2015,2014,2018
2018,2013,2013,2017,2018,2014,2014,2017
2019,2011,2011,2016,2018,2011,2011,2018
2017,2013,2010,2018,2017,2013,2012,2018
2017,2012,2010,2019,2018,2011,2011,2017
2018,2011,2014,2017,2017,2015,2013,2017
2016,2010,2013,2019,2018,2015,2011,2017
2019,2010,2012,2017,2018,2012,2011,2017
2017,2010,2010,2017,2017,2014,2012,2018
2018,2010,2013,2016,2018,2015,2014,2017
2019,2010,2014,2016,2017,2012,2015,2018
2017,2011,2014,2018,2018,2013,2014,2018
2018,2014,2012,2019,2018,2013,2013,2017
2016,2013,2015,2017,2018,2013,2014,2018
2017,2011,2013,2019,2018,2012,2014,2018
2017,2015,2010,2019,2017,2015,2011,2018
2019,2012,2012,2018,2018,2012,2011,2017
2017,2013,2012,2017,2018,2015,2015,2017
2019,2013,2010,2019,2018,2012,2012,2018
2018,2010,2013,2016,2018,2015,2015,2017
2016,2010,2015,2016,2018,2013,2012,2018
2018,2011,2014,2016,2018,2011,2015,2018
2017,2015,2012,2019,2018,2012,2011,2018
2019,2013,2015,2019,2018,2012,2013,2017
2019,2014,2012,2016,2018,2013,2011,2018
2019,2015,2013,2018,2018,2014,2013,2017
2016,2010,2015,2019,2017,2011,2014,2017
2017,2010,2013,2017,2018,2014,2011,2018
2017,2011,2010,2017,2018,2012,2014,2018
2017,2012,2012,2016,2018,2014,2015,2017
2019,2011,2012,2019,2018,2015,2015,2017
2019,2010,2013,2017,2017,2014,2011,2017
2018,2012,2011,2019,2018,2012,2015,2017
2019,2012,2012,2018,2017,2014,2013,2018
2019,2012,2015,2017,2017,2014,2013,2017
2016,2012,2010,2019,2018,2013,2013,2018
2016,2011,2013,2019,2018,2015,2014,2018
2017,2013,2011,2019,2018,2014,2011,2017
2018,2013,2014,2017,2017,2012,2014,2017
2018,2012,2012,2017,2017,2015,2014,2017
2017,2012,2012,2017,2018,2012,2013,2017
2016,2010,2013,2018,2017,2011,2011,2017
2017,2011,2012,2016,2018,2011,2014,2018
2019,2010,2014,2019,2018,2011,2014,2017
2018,2010,2012,2019,2018,2011,2011,2017
2018,2013,2010,2016,2017,2011,2011,2017
2018,2010,2011,2019,2018,2013,2011,2018
2018,2014,2014,2018,2017,2013,2011,2017
2017,2011,2015,2016,2017,2013,2013,2017
2017,2011,2011,2018,2018,2013,2015,2017
2018,2015,2014,2016,2017,2014,2015,2018
2018,2015,2012,2017,2017,2014,2013,2018
2017,2010,2013,2016,2018,2011,2012,2017
2019,2013,2012,2016,2017,2014,2013,2017
2019,2013,2014,2018,2018,2015,2011,2018
2017,2015,2014,2017,2018,2011,2014,2017
2018,2010,2010,2018,2018,2012,2013,2018
2016,2015,2011,2016,2018,2015,2013,2017
2017,2013,2013,2017,2017,2013,2011,2018
2018,2015,2010,2017,2017,2013,2012,2018
2016,2010,2014,2019,2017,2015,2011,2017
2017,2011,2014,2017,2018,2013,2013,2017
2017,2014,2011,2016,2017,2013,2013,2017
2017,2010,2015,2019,2017,2011,2012,2017
2018,2014,2011,2016,2017,2013,2013,2018
2018,2012,2011,2017,2018,2012,2012,2017
2019,2015,2013,2016,2018,2015,2011,2017
2018,2014,2014,2016,2018,2012,2011,2018
2017,2014,2014,2018,2018,2011,2011,2018
2016,2011,2012,2017,2017,2012,2014,2017
2017,2012,2011,2017,2018,2015,2011,2017
2016,2015,2011,2016,2017,2015,2015,2018
2019,2014,2013,2017,2018,2011,2012,2017
2017,2013,2014,2019,2017,2011,2013,2018
2019,2014,2013,2018,2018,2011,2015,2018
2016,2014,2012,2019,2018,2013,2013,2018
2016,2012,2010,2017,2017,2011,2012,2018
2017,2013,2015,2016,2017,2014,2011,2018
2016,2012,2013,2017,2017,2014,2014,2017
2017,2013,2014,2018,2018,2013,2012,2018
2019,2011,2013,2016,2018,2015,2015,2017
2018,2013,2013,2016,2017,2015,2013,2017
2018,2011,2012,2017,2018,2015,2011,2017
2018,2013,2014,2018,2017,2011,2012,2017
2016,2010,2012,2016,2017,2013,2012,2018
2018,2014,2015,2016,2017,2011,2014,2018
2019,2012,2011,2017,2018,2015,2011,2017
2018,2010,2012,2016,2018,2014,2013,2017
2019,2012,2010,2016,2018,2011,2011,2018
2018,2011,2011,2018,2018,2015,2012,2017
2018,2010,2012,2016,2017,2011,2013,2017
2019,2010,2013,2017,2017,2013,2012,2018
2016,2013,2011,2017,2018,2012,2012,2017
2016,2012,2015,2016,2018,2012,2014,2017
2017,2015,2013,2017,2017,2014,2011,2018
2017,2012,2013,2016,2018,2011,2014,2018
2018,2014,2010,2019,2018,2015,2015,2018
2019,2014,2015,2018,2017,2013,2011,2018
2018,2010,2011,2018,2018,2013,2013,2018
2019,2013,2014,2019,2017,2013,2011,2018
2018,2011,2013,2016,2017,2014,2015,2018
2016,2015,2010,2018,2017,2015,2011,2017
2019,2012,2010,2016,2018,2014,2011,2017
2018,2013,2015,2016,2018,2014,2012,2018
2018,2010,2011,2019,2017,2015,2013,2017
2017,2014,2012,2018,2017,2011,2012,2017
2019,2011,2010,2019,2018,2013,2014,2018
2019,2012,2011,2017,2017,2015,2015,2018
2016,2012,2013,2017,2018,2013,2011,2018
2017,2013,2011,2017,2017,2015,2015,2017
2018,2013,2015,2016,2018,2013,2011,2017
2017,2012,2014,2019,2018,2015,2013,2017
2019,2014,2012,2019,2018,2013,2015,2017
2018,2010,2015,2018,2018,2014,2014,2017
2018,2014,2014,2018,2017,2012,2013,2017
2016,2013,2015,2019,2018,2015,2012,2017
2016,2010,2012,2018,2017,2013,2012,2018
2018,2014,2014,2019,2017,2012,2011,2018
2016,2010,2010,2016,2018,2013,2012,2017
2019,2012,2013,2017,2017,2012,2012,2017
2017,2011,2012,2016,2017,2012,2012,2017
2018,2011,2014,2016,2017,2015,2011,2018
2019,2010,2015,2016,2017,2015,2015,2017
2017,2015,2015,2018,2017,2012,2014,2017
2018,2010,2011,2016,2017,2012,2015,2018
2018,2012,2011,2018,2018,2013,2011,2018
2018,2014,2015,2016,2018,2012,2012,2018
2016,2015,2015,2019,2017,2012,2013,2017
2019,2015,2010,2016,2017,2011,2014,2018
2016,2015,2012,2019,2018,2014,2013,2018
2016,2011,2012,2017,2017,2014,2015,2018
2018,2015,2013,2017,2017,2011,2011,2018
2017,2014,2014,2016,2017,2011,2013,2017
2018,2013,2014,2018,2018,2015,2014,2018
2016,2010,2015,2018,2018,2013,2011,2017
2017,2010,2011,2016,2018,2011,2015,2017
2018,2010,2013,2019,2018,2011,2012,2018
2016,2012,2015,2019,2017,2015,2012,2017
2018,2014,2010,2019,2017,2011,2013,2018
2019,2012,2012,2016,2018,2015,2012,2018
2016,2013,2014,2018,2018,2013,2011,2017
2017,2011,2014,2016,2017,2011,2013,2017
2016,2015,2011,2017,2018,2011,2015,2017
2017,2014,2014,2019,2018,2013,2013,2018
2018,2013,2015,2018,2017,2011,2015,2018
2019,2014,2010,2016,2017,2015,2013,2018
2018,2014,2015,2018,2017,2011,2012,2018
2016,2011,2011,2016,2018,2011,2015,2017
2019,2011,2015,2019,2018,2014,2011,2017
2017,2012,2012,2016,2017,2012,2014,2017
2016,2011,2010,2016,2017,2014,2015,2018
2019,2011,2014,2018,2017,2011,2014,2017
2016,2014,2011,2018,2017,2014,2015,2018
2018,2014,2012,2017,2017,2014,2012,2017
2016,2015,2013,2018,2017,2012,2015,2017
2016,2010,2011,2017,2018,2011,2012,2018
2019,2010,2011,2019,2017,2013,2015,2018
2018,2013,2013,2016,2017,2011,2013,2017
2017,2012,2010,2016,2018,2013,2015,2018
2019,2013,2011,2017,2017,2011,2012,2017
2018,2012,2012,2016,2017,2014,2013,2017
2018,2015,2015,2017,2018,2012,2011,2018
2016,2012,2015,2018,2017,2012,2012,2017
2016,2011,2012,2017,2018,2013,2014,2018
2016,2012,2013,2018,2017,2015,2013,2018
2019,2014,2012,2016,2018,2014,2013,2018
2016,2010,2015,2018,2018,2011,2014,2018
2017,2010,2012,2019,2017,2011,2011,2018
2017,2011,2011,2016,2018,2014,2014,2017
2018,2011,2011,2017,2018,2012,2015,2017
2019,2013,2014,2016,2017,2011,2014,2018
2016,2010,2012,2016,2017,2015,2011,2017
2018,2015,2010,2018,2017,2013,2013,2018
2017,2011,2013,2018,2017,2013,2015,2018
2018,2014,2011,2018,2018,2014,2011,2018
2017,2011,2013,2018,2017,2013,2013,2018
2016,2013,2010,2018,2018,2011,2013,2017
2018,2010,2010,2018,2017,2011,2015,2017
2018,2015,2013,2016,2018,2011,2013,2017
2016,2010,2011,2018,2017,2012,2013,2017
2016,2014,2012,2017,2018,2011,2014,2017
2017,2014,2012,2018,2018,2012,2012,2017
2017,2012,2011,2017,2017,2012,2015,2017
2019,2015,2011,2019,2017,2011,2012,2018
2016,2013,2010,2019,2017,2011,2014,2017
2016,2014,2013,2016,2017,2011,2012,2018
2017,2013,2014,2017,2018,2015,2011,2018
2017,2012,2010,2017,2017,2011,2013,2017
2018,2010,2012,2016,2017,2012,2011,2018
2019,2011,2014,2019,2017,2014,2012,2017
2016,2011,2011,2016,2018,2014,2014,2017
2019,2010,2011,2017,2017,2013,2013,2018
2016,2010,2010,2016,2017,2015,2012,2018
2018,2015,2012,2017,2017,2015,2013,2018
2017,2015,2010,2018,2018,2015,2011,2018
2019,2012,2013,2017,2018,2011,2011,2017
2017,2010,2012,2017,2017,2014,2012,2018
2019,2010,2011,2018,2018,2015,2012,2017
2017,2013,2012,2016,2017,2015,2014,2017
2018,2011,2013,2018,2018,2014,2013,2017
2019,2010,2011,2017,2018,2015,2013,2018
2016,2014,2013,2017,2018,2014,2011,2017
2018,2010,2014,2016,2017,2011,2011,2017
2019,2011,2012,2016,2017,2014,2011,2017
2017,2012,2013,2017,2018,2013,2012,2018
2019,2015,2012,2016,2017,2013,2013,2017
2016,2011,2012,2017,2017,2011,2015,2017
2016,2015,2010,2019,2018,2013,2013,2018
2017,2012,2010,2018,2017,2012,2011,2018
2019,2011,2013,2016,2018,2014,2011,2017
2016,2014,2015,2019,2017,2014,2015,2018
2016,2012,2010,2018,2018,2011,2015,2018
2018,2011,2015,2019,2018,2011,2015,2017
2018,2012,2014,2016,2018,2011,2014,2017
2017,2013,2014,2018,2017,2015,2012,2017
2017,2011,2011,2016,2017,2012,2014,2018
2016,2011,2010,2017,2018,2015,2015,2017
2017,2013,2013,2017,2018,2013,2012,2017
2019,2014,2010,2017,2018,2011,2014,2018
2019,2011,2010,2017,2017,2011,2012,2018
2016,2011,2010,2017,2018,2012,2014,2017
2016,2014,2014,2019,2017,2015,2014,2018
2019,2015,2012,2016,2017,2011,2015,2017
2017,2014,2011,2018,2018,2013,2014,2017
2016,2015,2011,2016,2018,2015,2015,2018
2018,2014,2013,2018,2018,2014,2012,2017
2018,2011,2014,2019,2017,2015,2011,2017
2017,2013,2011,2016,2018,2012,2013,2018
2016,2010,2013,2017,2018,2013,2011,2017
2018,2013,2015,2017,2017,2011,2012,2017
2019,2010,2010,2019,2018,2013,2013,2018
2016,2012,2013,2019,2018,2015,2015,2018
2017,2011,2012,2018,2018,2014,2015,2017
2019,2010,2011,2016,2018,2015,2015,2017
2017,2010,2011,2019,2018,2015,2015,2017
2018,2014,2013,2017,2018,2011,2013,2017
2016,2010,2012,2017,2018,2011,2014,2017
2016,2011,2012,2016,2017,2013,2013,2017
2018,2011,2011,2017,2018,2013,2013,2017
2018,2012,2013,2018,2018,2014,2014,2017
2016,2010,2012,2017,2018,2015,2012,2017
2017,2015,2011,2017,2017,2014,2014,2017
2018,2014,2013,2017,2017,2011,2015,2017
2018,2012,2012,2017,2018,2011,2011,2017
2019,2013,2011,2016,2018,2013,2011,2018
2017,2010,2014,2019,2018,2014,2014,2017
2018,2011,2015,2018,2018,2012,2011,2018
2017,2011,2011,2016,2017,2014,2012,2017
2016,2015,2010,2017,2017,2014,2012,2017
2017,2011,2011,2016,2017,2013,2013,2018
2017,2013,2014,2017,2018,2013,2015,2018
2018,2010,2014,2018,2017,2014,2012,2018
2017,2015,2013,2018,2018,2011,2011,2018
2019,2014,2010,2017,2018,2015,2012,2017
2016,2010,2010,2019,2018,2015,2011,2017
2018,2010,2015,2019,2017,2011,2012,2018
2016,2012,2011,2019,2018,2013,2014,2017
2016,2012,2011,2018,2017,2014,2013,2017
2019,2010,2015,2018,2018,2013,2012,2017
2019,2012,2011,2018,2017,2011,2011,2017
2017,2012,2015,2018,2018,2014,2012,2017
2018,2010,2014,2018,2017,2015,2014,2018
2019,2013,2015,2017,2017,2012,2011,2018
2018,2014,2010,2019,2018,2014,2013,2018
2019,2011,2011,2016,2018,2013,2013,2018
2018,2015,2012,2019,2017,2011,2012,2017
2016,2015,2010,2017,2018,2013,2013,2018
2018,2015,2013,2019,2018,2014,2012,2017
2019,2011,2011,2018,2018,2014,2014,2017
2018,2014,2014,2017,2018,2014,2013,2017
2018,2015,2010,2017,2017,2011,2014,2017
2019,2014,2015,2018,2018,2012,2014,2018
2018,2013,2011,2019,2018,2014,2015,2017
2016,2013,2015,2019,2018,2011,2015,2018
2017,2014,2014,2017,2018,2011,2011,2018
2016,2013,2014,2016,2017,2012,2015,2018
2019,2014,2012,2018,2017,2015,2014,2017
2019,2011,2015,2016,2017,2012,2015,2018
2019,2015,2012,2016,2017,2013,2013,2017
2016,2013,2012,2016,2018,2014,2012,2018
2019,2014,2013,2019,2018,2012,2011,2017
2019,2014,2014,2018,2017,2012,2014,2017
2016,2011,2014,2017,2017,2011,2015,2018
2018,2012,2012,2019,2017,2013,2015,2018
2018,2012,2012,2019,2018,2013,2015,2017
2019,2013,2010,2018,2017,2012,2012,2017
